location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Las Cruces ED,DONA ANA,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,12,µg/m³,32.310332,-106.751211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
West Mesa,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,5,µg/m³,32.11,-106.51,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Desert View,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,51,µg/m³,31.7961,-106.5839,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Chaparral,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,24,µg/m³,32.0411,-106.4092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Holman Rd,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,22,µg/m³,32.4247,-106.6742,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Anthony,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,0,µg/m³,32.0036,-106.5992,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Anthony,Las Cruces,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,119,µg/m³,32.0036,-106.5992,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Tramway,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,10.4,µg/m³,35.185,-106.5077,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
South Valley,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,14,µg/m³,35.0186,-106.651901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
South Valley,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,48,µg/m³,35.0186,-106.651901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
South Valley,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,co,0.47,ppm,35.0186,-106.651901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
Jefferson,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,38,µg/m³,35.1441,-106.6044,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
Del Norte,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,14.5,µg/m³,35.1353,-106.584702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
Del Norte,Albuquerque,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,40,µg/m³,35.1353,-106.584702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
Rahway PM,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0,µg/m³,40.603943,-74.276176,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Elizabeth Trailer,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.1,ppm,40.641441,-74.208366,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Elizabeth,UNION,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.4,ppm,40.662388,-74.214813,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Flemington,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.5,µg/m³,40.515251,-74.806755,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Jersey City,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,40.731689,-74.066566,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Newark Firehouse,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.18,ppm,40.720989,-74.192894,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Camden Spruce St,Philadelphia-Camden-Wilmington,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.1,ppm,39.934446,-75.125291,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.8,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.1,ppm,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Wadsworth-NV,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,55,µg/m³,39.6367,-119.2889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Spanish Springs,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,14,µg/m³,39.621462,-119.718738,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Spanish Springs,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,29,µg/m³,39.621462,-119.718738,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Sparks,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,22,µg/m³,39.54092,-119.746764,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Sparks,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,82,µg/m³,39.54092,-119.746764,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Sparks,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.4,ppm,39.54092,-119.746764,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Toll,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,8,µg/m³,39.399841,-119.739606,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Toll,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,24,µg/m³,39.399841,-119.739606,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Reno3,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,7,µg/m³,39.52507,-119.807744,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Reno3,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,19,µg/m³,39.52507,-119.807744,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Reno3,Reno-Sparks,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.43,ppm,39.52507,-119.807744,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Manse,NYE,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,35,µg/m³,36.212787,-115.994802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Nevada Division of Environmental Protection""}]"
St. Paul - Downtown,RAMSEY,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,30,µg/m³,44.9507,-93.0985,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rochester,Rochester,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11,µg/m³,43.9947,-92.4497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Marshall,Marshall,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,6,µg/m³,44.4572,-95.835,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Ely,LAKE,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,4,µg/m³,47.9464,-91.4953,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis - Bottin,HENNEPIN,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,27,µg/m³,45.013611,-93.272049,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Phillips,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9,µg/m³,44.9536,-93.2581,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Near Roa,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8,µg/m³,44.9653,-93.2551,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Near Roa,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.28,ppm,44.9653,-93.2551,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Pacific,HENNEPIN,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,32,µg/m³,45.008297,-93.277041,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Lakeville - Near Roa,DAKOTA,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,7,µg/m³,44.706123,-93.285803,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Lakeville - Near Roa,DAKOTA,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.21,ppm,44.706123,-93.285803,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Apple Valley,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,7,µg/m³,44.7383,-93.2372,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Grand Portage,COOK,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11,µg/m³,47.9721,-89.6908,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Leech Lake Nation: C,CASS,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,7,µg/m³,47.38443,-94.60166,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Fond du Lac,CARLTON,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9,µg/m³,46.713694,-92.511722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Detroit Lakes,BECKER,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,6,µg/m³,46.8511,-95.8467,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Blaine,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8,µg/m³,45.1425,-93.2139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Blaine,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,20,µg/m³,45.1425,-93.2139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Blaine,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.22,ppm,45.1425,-93.2139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
NMH48217,WAYNE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,42.261669,-83.157893,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
LIVONIA NEAR ROAD,WAYNE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.4,ppm,42.421494,-83.425168,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
DETROIT - W LAFAYETT,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0.3,µg/m³,42.3231,-83.0689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
DEARBORN,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3,µg/m³,42.3075,-83.15,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
DEARBORN,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,5,µg/m³,42.3075,-83.15,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
ALLEN PARK,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.9,µg/m³,42.2283,-83.2092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
ALLEN PARK,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0,ppm,42.2283,-83.2092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
YPSILANTI,Ann Arbor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.5,µg/m³,42.24,-83.5997,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
SENEY,SCHOOLCRAFT,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0.1,µg/m³,46.2889,-85.9503,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
PORT HURON,Detroit-Warren-Livonia,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.1,µg/m³,42.9533,-82.4564,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
HOUGHTON LAKE,Cadillac,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.7,µg/m³,44.3106,-84.891899,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
TECUMSEH,Adrian,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7,µg/m³,41.995602,-83.946701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
GRAND RAPIDS,Grand Rapids-Wyoming,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.3,µg/m³,42.984699,-85.671097,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
GRAND RAPIDS,Grand Rapids-Wyoming,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.17,ppm,42.984699,-85.671097,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
KALAMAZOO,Kalamazoo-Portage,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.9,µg/m³,42.2781,-85.5419,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
LANSING FILLEY ST,Lansing-East Lansing,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,11.2,µg/m³,42.76138,-84.562867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
FLINT,Flint,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.1,µg/m³,43.0289,-83.669403,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
SAULT STE MARIE,Sault Ste. Marie,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,-3.1,µg/m³,46.49361,-84.364197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
BAY CITY,Bay City,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.6,µg/m³,43.5714,-83.8908,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Worcester,Worcester,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.14,ppm,42.263901,-71.794701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Boston-Von Hillern,SUFFOLK,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.16,ppm,42.325197,-71.056056,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Boston - Roxbury,Boston-Cambridge-Quincy,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,42.329399,-71.082497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Boston - Roxbury,Boston-Cambridge-Quincy,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.14,ppm,42.329399,-71.082497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Brockton,PLYMOUTH,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0,µg/m³,42.065119,-71.012686,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
WARE,Springfield,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6,µg/m³,42.298302,-72.334396,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
SPRINGFIELDSP,HAMPDEN,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,42.120248,-72.58499,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
SPRINGFIELDSP,HAMPDEN,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,42.120248,-72.58499,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Greenfield,FRANKLIN,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1,µg/m³,42.605816,-72.596689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
LYNN,Boston-Cambridge-Quincy,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,-1,µg/m³,42.474701,-70.971901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Fall River,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,41.6833,-71.169701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
NorthAdams,BERKSHIRE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2,µg/m³,42.702223,-73.110414,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Massachusetts Dept. of Environmental Protection""}]"
Oldtown,Baltimore-Towson,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6,µg/m³,39.2981,-76.604698,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Hagerstown,Hagerstown-Martinsburg,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,39.565601,-77.721901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
HU-Beltsville,Washington-Arlington-Alexandria,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,39.055302,-76.878304,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
HU-Beltsville,Washington-Arlington-Alexandria,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.11,ppm,39.055302,-76.878304,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
