location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Weatherford,CUSTER,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,10,µg/m³,35.56028,-98.68349,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Lawton North,Lawton,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11.7,µg/m³,34.632999,-98.428802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Lawton North,Lawton,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,21,µg/m³,34.632999,-98.428802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Moore,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,13.1,µg/m³,35.32,-97.4883,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Moore,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,27,µg/m³,35.32,-97.4883,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Healdton,Ardmore,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,6.8,µg/m³,34.256901,-97.474197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Healdton,Ardmore,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,16,µg/m³,34.256901,-97.474197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
STILWELL CASTNET & N,ADAIR,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,14.8,µg/m³,35.750599,-94.669701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
STILWELL CASTNET & N,ADAIR,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,15,µg/m³,35.750599,-94.669701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
Lebanon,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,9.9,µg/m³,39.42689,-84.20077,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Youngstown - Laird A,Youngstown-Warren-Boardman,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.2,µg/m³,41.23172,-80.80116,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Patterson Park,Akron,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0,ppm,41.106486,-81.503547,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
East High School,Akron,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.4,µg/m³,41.063526,-81.468956,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Canton,Canton-Massillon,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.6,µg/m³,40.800797,-81.372853,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Canton,Canton-Massillon,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.3,ppm,40.800797,-81.372853,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Preble County,Dayton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.6,µg/m³,39.83562,-84.72049,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Preble County,Dayton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.15,ppm,39.83562,-84.72049,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Dayton - Sinclair,Dayton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,13.1,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
REIBOLD,Dayton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0,ppm,39.757837,-84.191668,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Chippewa Lake,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10.3,µg/m³,41.0604,-81.9239,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Youngstown - Head St,Youngstown-Warren-Boardman,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.5,µg/m³,41.095938,-80.658467,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Erie,Toledo,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.5,µg/m³,41.644067,-83.54625,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Barr School,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.9,µg/m³,41.463071,-82.114261,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Ironton - ODOT,Portsmouth,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,13.3,µg/m³,38.508114,-82.659301,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Painesville - JFS,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1.9,µg/m³,41.726811,-81.242156,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Mentor,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,41.6669,-81.338781,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Steubenville,Weirton-Steubenville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10.1,µg/m³,40.366452,-80.615691,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cincinnati Near Road,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,12.5,µg/m³,39.146025,-84.538375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cincinnati Near Road,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.23,ppm,39.146025,-84.538375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Taft,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.1,µg/m³,39.12886,-84.50404,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Taft,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,12,µg/m³,39.12886,-84.50404,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Taft,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.06,ppm,39.12886,-84.50404,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Colerain,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.9,µg/m³,39.21494,-84.69086,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Sycamore,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10,µg/m³,39.2787,-84.36612,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Yellow Springs,Dayton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10.4,µg/m³,39.80834,-83.88711,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Columbus NR - Smoky,Columbus,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,9.4,µg/m³,40.11109,-83.065376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Columbus NR - Smoky,Columbus,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0,ppm,40.11109,-83.065376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
New Albany,Columbus,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.5,µg/m³,40.0845,-82.81552,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Morse Rd.,Columbus,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,40.0601,-82.976857,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cleveland Near Road,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.9,µg/m³,41.4409,-81.4949,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cleveland Near Road,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.24,ppm,41.4409,-81.4949,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
G.T.Craig,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.5,µg/m³,41.492191,-81.678552,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
G.T.Craig,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,5,µg/m³,41.492191,-81.678552,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Galleria,Cleveland-Elyria-Mentor,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.4,ppm,41.504661,-81.690186,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Batavia,Cincinnati-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.7,µg/m³,39.0828,-84.1441,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Springfield PM,Springfield,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,12.3,µg/m³,39.92882,-83.80949,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Shadyside PSD,BELMONT,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,39.9679,-80.7464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Lima,Lima,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,9.6,µg/m³,40.771,-84.0539,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
West Union,ADAMS,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.1,µg/m³,38.79471,-83.533988,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Triple Oak - Near Ro,Raleigh-Cary,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7,µg/m³,35.8652,-78.8197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Millbrook NCore,Raleigh-Cary,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,11.9,µg/m³,35.856098,-78.574203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Millbrook NCore,Raleigh-Cary,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,13,µg/m³,35.856098,-78.574203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
BRYSON,SWAIN,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,35.4356,-83.4436,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
PITTAGCT,Greenville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,35.638599,-77.358002,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
CASTLE H,Wilmington,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3,µg/m³,34.3561,-77.8617,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Candor FRO,MONTGOMERY,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,13,µg/m³,35.2632,-79.8635,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Spruce Pine,MITCHELL,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,35.912487,-82.062082,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Remount,Charlotte-Gastonia-Concord,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,35.213171,-80.874084,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mecklenburg County Air Quality""}]"
Montclaire,Charlotte-Gastonia-Concord,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10,µg/m³,35.1514,-80.8669,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mecklenburg County Air Quality""}]"
GARINGER,Charlotte-Gastonia-Concord,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,35.2411,-80.7831,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mecklenburg County Air Quality""}]"
JAMESVIL,MARTIN,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,8,µg/m³,35.8111,-76.9067,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
JOHNSTON,Raleigh-Cary,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,10,µg/m³,35.5,-78.4375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
MENDNHAL,Greensboro-High Point,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2,µg/m³,36.1092,-79.8011,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
MENDNHAL,Greensboro-High Point,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,22,µg/m³,36.1092,-79.8011,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
HATTIEAVEN,Winston-Salem,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.1,µg/m³,36.1106,-80.2267,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Forsyth County Office of Environmental Assistance and Protection""}]"
LEGGETT,Rocky Mount,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7,µg/m³,35.9889,-77.5867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Burdens Creek,Durham,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.6,µg/m³,35.889402,-78.8747,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""EPA Office of Air Quality Planning and Standards""}]"
Burdens Creek,Durham,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,12,µg/m³,35.889402,-78.8747,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""EPA Office of Air Quality Planning and Standards""}]"
Burdens Creek,Durham,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.16,ppm,35.889402,-78.8747,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""EPA Office of Air Quality Planning and Standards""}]"
Durham Armory,Durham,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,12,µg/m³,35.9919,-78.8964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
Durham Armory,Durham,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,10,µg/m³,35.9919,-78.8964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
LWATTOWR,Thomasville-Lexington,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8.6,µg/m³,35.8142,-80.2633,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
W OWEN SCH,Fayetteville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2,µg/m³,35.041401,-78.953102,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
W OWEN SCH,Fayetteville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,8,µg/m³,35.041401,-78.953102,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
HICKORY,Hickory-Lenoir-Morganton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7,µg/m³,35.73,-81.37,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
BDED,Asheville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1,µg/m³,35.6075,-82.5833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Division of Air Quality""}]"
White Plains,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.6,µg/m³,41.0522,-73.7642,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Holtsville,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,40.8278,-73.0575,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Rockland Cty,ROCKLAND,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.7,µg/m³,41.182079,-74.028191,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Fresh Kills,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.2,µg/m³,40.5802,-74.1994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Queens Near-road,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.5,µg/m³,40.739264,-73.817694,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Queens,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.4,µg/m³,40.7375,-73.8244,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Maspeth,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1.4,µg/m³,40.7269,-73.8933,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Newburgh,Poughkeepsie-Newburgh-Middletown,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.3,µg/m³,41.4994,-74.0097,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Utica,Utica-Rome,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.5,µg/m³,43.0994,-75.225,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
CCNY,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.7,µg/m³,40.8197,-73.9481,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Manhattan/IS143,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.3,µg/m³,40.8492,-73.9319,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Eisenhower Park,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1.5,µg/m³,40.7447,-73.5869,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Bklyn - PS274,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,-1.6,µg/m³,40.694401,-73.928596,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Bklyn - PS 314,KINGS,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1.9,µg/m³,40.641819,-74.018707,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Whiteface Mtn,ESSEX,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1.2,µg/m³,44.3647,-73.9017,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Tonawanda II,ERIE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.1,µg/m³,42.9981,-78.8993,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Buffalo Near-road,ERIE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.8,µg/m³,42.92111,-78.76611,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Buffalo,Buffalo-Niagara Falls,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.4,µg/m³,42.8781,-78.8094,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Bronx - IS52,New York-Northern New Jersey-Long Island,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm10,5,µg/m³,40.816101,-73.902199,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Albany,Albany-Schenectady-Troy,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.2,µg/m³,42.6425,-73.7547,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New York Dept. of Environmental Conservation""}]"
Taos Fire Station,Taos,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,31,µg/m³,36.3833,-105.5833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Santa Fe Airport,Santa Fe,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,5,µg/m³,35.6198,-106.0797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Substation,Farmington,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,9,µg/m³,36.7969,-108.4725,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
7E Deming Airport,Deming,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,27,µg/m³,32.2558,-107.7228,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Hobbs Jefferson,Hobbs,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,6,µg/m³,32.7267,-103.1233,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
